rank,status,reason,manual_review_label,pre_manual_review_reason,name,website,primary_type,primary_type_raw,business_status,rating,user_rating_count,rental_signal,matched_activities,matched_terms,matched_tiers,matched_modes,geo_zone,aoi_distance_m,review_lane,dedup_note,site_note,site_relevance,possible_duplicate_of,place_id,source_url
256,survivor,cleared_gates_0-5,,,Linchpin Bikes,http://linchpinbikes.com/,Bicycle Shop,bicycle_store,OPERATIONAL,,0,true,cycling; gear-shop,bike shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJlzE1GbDfm4AR0jeeZvmDNNg,https://maps.google.com/?cid=15579222118173128658&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
257,survivor,cleared_gates_0-5,,,Blue Action Sports,http://blueactionsports.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,,0,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJZ6o4QotgmYAR5e2NvXtLGdI,https://maps.google.com/?cid=15139214617215888869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
258,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate2:closed_temporarily,Sierramobilebikes,,Services,service,CLOSED_TEMPORARILY,,0,true,cycling; dirtbike; ebike; mtb,bike rental; bike shop; dirt bike rental; ebike rental; mountain bike rental,core,standard,covered_tile,0,operator,,,,,ChIJl9xKe8plmYARaBNWk8Lbshw,https://maps.google.com/?cid=2067956807658509160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
259,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate2:closed_temporarily,Mt. Rose - Ski Tahoe,,Ski Resort,ski_resort,CLOSED_TEMPORARILY,,0,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,,,,ChIJX2yvUZxumYARnXMY9Q1xFhw,https://maps.google.com/?cid=2023929387310150557&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
260,survivor,cleared_gates_0-5,,,DYNACCESS LTD,https://dynaccessltd.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,,0,true,alpine-ski; gear-shop,ski shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJO2g7IT8VmYARCoQApdMCR3k,https://maps.google.com/?cid=8738956709965366282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
261,survivor,cleared_gates_0-5,,,3D Bike Fit,http://www.3dbikefit.com/,Bicycle Shop,bicycle_store,OPERATIONAL,,0,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJLQT53VUVmYARH7gses0_CnY,https://maps.google.com/?cid=8505680997993199647&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
262,survivor,cleared_gates_0-5,,,Elvy Suspension,http://www.elvysuspension.com/,Services,service,OPERATIONAL,,0,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ911bY-JBmYARexTcJ01KWQc,https://maps.google.com/?cid=529536126434415739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
263,survivor,cleared_gates_0-5,,,Drift Adventures,https://www.drift-adventures.com/,Tour Agency,tour_agency,OPERATIONAL,,0,true,fly-fishing; outfitter,adventure outfitter; fly fishing outfitter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ22Ir-vc_mYARtB_ASEF6qao,https://maps.google.com/?cid=12297494678323863476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
264,survivor,cleared_gates_0-5,,,High Desert Archery Reno,http://www.highdesertarcherynv.com/,Sports Activity Location,sports_activity_location,OPERATIONAL,4.5,48,true,archery,archery pro shop; archery range,gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJn4NRm2c_mYARA1hSIv9WIfo,https://maps.google.com/?cid=18023782837505906691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
265,survivor,cleared_gates_0-5,,,Carson City Centennial Park Archery Range,http://www.clearcreekbowmen.com/,Sports Activity Location,sports_activity_location,OPERATIONAL,4.8,13,true,archery,archery pro shop; archery range,gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJYxHckB8KmYARtyYl0qc4ZRU,https://maps.google.com/?cid=1541700740880606903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
266,survivor,cleared_gates_0-5,,,Hunter's Bigger Fish,http://huntersbiggerfish.com/,Fishing Charter,fishing_charter,OPERATIONAL,4.6,9,true,fishing-charter; fly-fishing,fishing charter; fly fishing outfitter,gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJCcDsdZjfm4AR9IZtywC9KAw,https://maps.google.com/?cid=876157938634163956&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
267,survivor,cleared_gates_0-5,,,Sawmill Lake Private Water Fly Fishing,http://www.tahoeflyfishing.com/,Fishing Charter,fishing_charter,OPERATIONAL,4.2,9,true,fishing-charter; fly-fishing,fishing charter; fly fishing outfitter,gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ342p8srfm4ARij5KU6LiwFE,https://maps.google.com/?cid=5890957499410562698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
268,survivor,cleared_gates_0-5,,,Tahoe Marine Mart,http://tahoemarinemart.com/,Store,store,OPERATIONAL,5,2,true,fishing-gear,fishing bait and tackle shop,gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJcxlFXeePmYARjD7EUP01zlg,https://maps.google.com/?cid=6399111482638089868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
269,survivor,cleared_gates_0-5,,,Jansen Inshore Tackle Inc,http://www.fishandsave.com/,Store,store,OPERATIONAL,3,2,true,fishing-gear; fly-fishing,fishing bait and tackle shop; fly fishing outfitter,gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJR-E1TqIKmYARpC1kqChygQk,https://maps.google.com/?cid=684954137286421924&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
270,survivor,cleared_gates_0-5,,,Kane Klassics Rod Co,http://kaneklassics.com/,Store,store,OPERATIONAL,5,1,true,fishing-gear; fly-fishing,fishing bait and tackle shop; fly fishing outfitter,gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJm4AUfVVJmYARN34Z7MjwpNk,https://maps.google.com/?cid=15682924548156128823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
271,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate2:closed_temporarily,Lake & Wake Adventures,,Services,service,CLOSED_TEMPORARILY,,0,true,efoil,efoil rental,gap,standard,covered_tile,0,operator,,,,,ChIJFRNBoymRmYARIcwV65Nz0Z0,https://maps.google.com/?cid=11371997613228674081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
272,survivor,cleared_gates_0-5,,,Five Dot Ranch Fly Fishing,http://fivedotflyfishing.com/?page_id=246,Fishing Charter,fishing_charter,OPERATIONAL,,0,true,fishing-charter; fly-fishing,fishing charter; fly fishing outfitter,gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJlyLTgC1BmYARQR1IEeAMWTA,https://maps.google.com/?cid=3483829943249935681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
273,survivor,cleared_gates_0-5,,,Ground Zero Outfitters,http://groundzeroutfitters.com/,Sports Club,sports_club,OPERATIONAL,,0,true,hunting,hunting guide outfitter,gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJTWUmTNM2mYARJIFpETB64s4,https://maps.google.com/?cid=14907612063418908964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
274,survivor,cleared_gates_0-5,,,Donner Summit SNO-Park,http://ohv.parks.ca.gov/?page_id=23055,Park,park,OPERATIONAL,4.5,1006,false,snow-tube,snow tube rental,experience,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJCbjInirmm4AR4qHf5fDwlgY,https://maps.google.com/?cid=474831728173621730&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
275,survivor,cleared_gates_0-5,,,Kahle Park,https://communityservices.douglascountynv.gov/cms/one.aspx?portalid=12493164&pageid=12634748,Park,park,OPERATIONAL,4.7,340,false,snow-tube,snow tube rental,experience,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJJ-L6EYaamYAR1sa8Jhwp7BI,https://maps.google.com/?cid=1363509988072146646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
276,survivor,cleared_gates_0-5,,,Woodward Tahoe,http://www.woodwardtahoe.com/,Skatepark,skateboard_park,OPERATIONAL,4.5,199,false,snow-tube,snow tube rental,experience,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJEzt8Qofom4ARyIQcftdni-o,https://maps.google.com/?cid=16900716201869345992&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
277,survivor,cleared_gates_0-5,,,Blackwood Canyon SNO-PARK,http://ohv.parks.ca.gov/?page_id=23061,Park,park,OPERATIONAL,4.6,187,false,snow-tube,sled rental; snow tube rental,experience,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJOUn9gx1-mYAR98WK7QvzBOY,https://maps.google.com/?cid=16574639761185752567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
278,survivor,cleared_gates_0-5,,,Echo Summit Tahoe Rim Trail,https://tahoerimtrail.org/,Hiking Area,hiking_area,OPERATIONAL,4.3,51,false,snow-tube,snow tube rental,experience,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJbx9PJfeMmYARHfwYOXbGQ14,https://maps.google.com/?cid=6792490874071219229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
279,survivor,cleared_gates_0-5,,,Sled Hill,https://ntpud.org/recreation-parks/parks-facilities/north-tahoe-regional-park/,Park,park,OPERATIONAL,4.3,46,false,snow-tube,snow tube rental,experience,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: page includes in-domain activity language plus a rental/booking cue.,recreation_site_terms_with_booking_cue,,ChIJJ8XjE71kmYARbDr74fFkPJ0,https://maps.google.com/?cid=11330041752598559340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
280,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate2:closed_temporarily,Adventure Mountain Lake Tahoe,,,,CLOSED_TEMPORARILY,,0,false,snow-tube,sled rental,experience,standard,covered_tile,0,operator,,,,,ChIJXdsqRPeMmYARPFveJrnfz5g,https://maps.google.com/?cid=11011265600258202428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
281,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate2:closed_temporarily,Diamond Peak Ski Resort,,Ski Resort,ski_resort,CLOSED_TEMPORARILY,,0,false,snow-tube,snow tube rental,experience,standard,covered_tile,0,operator,,,,,ChIJJ663GMtxmYARl7Jf3ui-cHQ,https://maps.google.com/?cid=8390416013163737751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
